label	content	text2
4	Will internet & television blend in a way that will make it hard to tell where your broadcast is from? Most definitely, unless you learn how to view the Stats from your media player. In Real Player or Windows Media Player, for example, you can see statistics that include the url of where the broadcast is being streamed from. However, this won't always tell you who the broadcaster is. You'll also have to look at the copywrite information.	
9	Is the dollar switching to the Euro?  I've heard rumors that the Euro is going to be the new world currency. I highly doubt it. People in the USA are way to stubborn to switch currencies. Think about it, we havn't even changed to the metric system yet.	
6	social sercurity card office lacation jaxsonville Fl, 32223?i need to find an social sercurity card office.\n where i can reply for the same one i lost. so i can get my driver lincencesSOCIAL SECURITY\nSUITE 100\n3733 W UNIVERSITY BLVD\nJACKSONVILLE, FL 32217\n\nPhone Numbers:\nLocal Number (904) 730-5555\nToll-Free 1-800-772-1213\nTTY(904) 730-9508	
0	How will you know what is God's plan for us individually? Noone knows what his plans are exactly..just listen to your heart....thats usually where God directs you from...You may not always like what it is saying, or telling you what to do but I can tell you from experience, its usually right	
2	Why do women get PMS? Premenstrual syndrome (PMS) is a group of symptoms related to the menstrual cycle. PMS is linked to changes in the endocrine system, which produces hormones that control the menstrual cycle. Medical experts don't fully understand the chain of events that causes premenstrual symptoms to be severe in some women and not in others. The one direct cause that is known to affect some women is genetic: Many women with PMS have a close family member with a history of PMS.	
7	"what the name of the song that is played in football stadiums?It's the one that everyone yells ""hey"" to...dadda da da da da ""hey""..dadda da...was written in the seventies by a rocker, part of the name of the song is ""Part II"" Do you know the artist or song title?It's Rock and Roll Part II by Gary Glitter"	
5	"what year did brooklyn dodgers move to los angeles? ""On October 8, 1957, O'Malley announced that after 68 seasons in Brooklyn, the Dodgers would be moving to Los Angeles. In a move to bring baseball to all parts of the country, O'Malley also convinced Giants owner Horace Stoneham to move his Giants the same year to San Francisco. Just a little more than six months later, on April 18, 1958, the Dodgers played their first game in Los Angeles, defeating the Giants 6-5 before 78,672 fans at the Coliseum.""\n- Patrick Spreng"	
3	my 10 year old is having problems with social studyies any help? Teach him/her how to find the information.  Social studies and other 'baby classes' are simply there to teach students to learn how to find information.   I would argue that not a single person remembers anything from 10 year old social studies (whatever grade that is), but the skills you develop learning how to research information are essential in school and life.	
0	have any one had any racist encounters?how did you deal with itI've had several.\n\nYou usually just try to remove yourself from the situation-- arguing with a racist will not improve things. \n\nIn the situations I've had, it would've been dangerous to stand up to the racist.\n\nAnd yes, I am white. All people are capable of racism.	
5	What is the best soccer drill to practice that emphasizes back-passing and switching the point of attack? I have been working diligently to find the answer to your question over a month ago. Here's what I got: Small-sided games are better than drills. It teaches players to be creative as opposed to rigid training that does not allow for such a thing. There are a number of things I would like you to check out for yourself. See which one might work.	
5	Antonio Davis out of his mind?How did you react after hearing that in a game, Antonio Davis went into the stands? Sure, he was defending his wife,but he could've gotton secruity to do it for him.Davis was perfectly justified.  I've watched the tape repeatedly and all I ever saw was a couple ushers around his wife and the idiot messing with her.  No security.  Stern should be ashamed of himself for suspending Davis.	
8	How can i get over my boyfreind? honestly.....\nrealize you're better off without him, he was pulling you down, you're much too good for him,\nit was his fault it didnt work out, or more or less realizing that they're not the one and continue to look for the one who is.	
1	Do you think that GOD may be some aliens who came to our earth when our civilization was very primitive?Erich Von Daniken have  proved about this theory by some mysterious facts in past.What do you think?I think you have watched too many x-files Ü	
6	"Log in to Yahoo! Answers - Once daily: 1 point ?i have come to yahoo answers a lot of times, and yet i see no ""login points"" on my record.\nis it because im using cookies to sign on ?\nor do i have to be asked for the password for it to be counted as a login ?I have typed my login every day and yet to see a one point increase because of it."	
